Customer ID,first_name,last_name,email,city,credit_score,created_at,Date of Birth,Gender,Occupation,Annual Income,Branch Code,Customer Segment,Avg Monthly Balance,Current Balance,Account Type,Tenure with Bank,Risk Rating,Product Type,Product ID,Sale Date,Sales Value/Premium,Revenue Contribution,Status,Month,Quarter,Year,Seasonality Flag,Policy Type,Policy Term
YESB52397754,Priyanka,Lather,krishan3044.deswal842@yahoo.com,"H.No 287, VPO Kharkhoda, Karnal, Haryana",630,2021-08-05,1964-07-05,Male,Private Job,318458,GGN001,SME,57835,62085,Savings,6y 9m,Medium,Credit Card,PROD107974,2024-07-14 00:00:00,0,1500,Pending,July,Q3,2024,Regular,,
YESB10457697,Sanjay,Sangwan,surender4255.phogat734@icloud.com,"H.No 1173, Urban Estate, Kurukshetra, Haryana",580,2023-11-22,1961-01-21,Female,Consultant,1721679,GGN005,High Net Worth,149232,169522,Salary,9y 3m,Medium,Mutual Fund,PROD107553,2024-06-10 00:00:00,222452,2224.52,Pending,June,Q2,2024,Regular,,
YESB10457697,Sanjay,Sangwan,surender4255.phogat734@icloud.com,"H.No 1173, Urban Estate, Kurukshetra, Haryana",580,2023-11-22,1961-01-21,Female,Consultant,1721679,GGN005,High Net Worth,149232,169522,Salary,9y 3m,Medium,Insurance,PROD113753,2023-02-04 00:00:00,60295,9044.25,Closed,February,Q1,2023,Regular,Life,14
YESB83750186,Vijay,Kaushik,rajesh127.rathi383@hotmail.com,"H.No 268, Urban Estate, Karnal, Haryana",463,2024-06-20,1970-01-28,Female,Farmer,2153058,GGN002,High Net Worth,418294,499384,Salary,1y 9m,High,,,,,,,,,,,,
YESB13385930,Ajay,Mishra,rajesh8339.punia974@icloud.com,"H.No 615, Railway Road, Palwal, Haryana",441,2023-01-16,1983-10-12,Male,Private Job,2074502,GGN003,High Net Worth,365598,414974,Salary,6y 6m,High,,,,,,,,,,,,
YESB83367753,Vikas,Tyagi,balbir8376.ahlawat178@hotmail.com,"H.No 104, Jhajjar Road, Karnal, Haryana",379,2020-04-26,1965-09-22,Female,Private Job,888689,GGN005,SME,145579,140240,Salary,1y 5m,High,,,,,,,,,,,,
YESB48119073,Dharmender,Malik,naveen6820.deswal24@icloud.com,"H.No 4, Urban Estate, Kaithal, Haryana",803,2021-02-12,1970-12-30,Female,Private Job,680276,GGN004,Retail,52700,44990,Savings,4y 1m,Low,,,,,,,,,,,,
YESB90019121,Rakesh,Chauhan,neeraj5659.dahiya763@hotmail.com,"H.No 173, Railway Road, Kurukshetra, Haryana",809,2024-01-15,2006-12-07,Female,Private Job,592242,GGN002,Retail,94512,78348,Salary,1y 1m,Low,Insurance,PROD111205,2024-01-23 00:00:00,207668,31150.2,Closed,January,Q1,2024,Regular,General,13
YESB85094339,Kuldeep,Kaushik,satish7949.panwar103@outlook.com,"H.No 718, Civil Lines, Bhiwani, Haryana",663,2021-03-11,1996-12-24,Female,Business Owner,373531,GGN001,SME,49853,40833,Salary,2y 7m,Medium,Mutual Fund,PROD112916,2023-10-13 00:00:00,383170,3831.7,Pending,October,Q4,2023,Festive,,
YESB97404698,Dharmender,Mittal,balbir446.tyagi927@yahoo.com,"H.No 460, VPO Kharkhoda, Palwal, Haryana",624,2020-09-28,2004-04-21,Female,Freelancer,892757,GGN002,Retail,50286,45066,Savings,15y 3m,Medium,Mutual Fund,PROD108099,2024-03-20 00:00:00,73927,739.27,Active,March,Q1,2024,FY End,,
YESB97404698,Dharmender,Mittal,balbir446.tyagi927@yahoo.com,"H.No 460, VPO Kharkhoda, Palwal, Haryana",624,2020-09-28,2004-04-21,Female,Freelancer,892757,GGN002,Retail,50286,45066,Savings,15y 3m,Medium,Insurance,PROD117819,2024-12-08 00:00:00,130653,19597.95,Pending,December,Q4,2024,Festive,Health,19
YESB71354012,Vikas,Jat,suman1023.panwar152@gmail.com,"H.No 1180, VPO Kalanaur, Charkhi Dadri, Haryana",508,2023-10-09,1973-01-17,Male,Freelancer,531239,GGN001,Retail,81688,87331,Savings,13y 4m,Medium,Credit Card,PROD100090,2023-01-12 00:00:00,0,1500,Pending,January,Q1,2023,Regular,,
YESB40428817,Amit,Panchal,sandeep7974.saini590@hotmail.com,"H.No 709, VPO Meham, Hisar, Haryana",755,2019-03-07,1994-03-14,Male,Teacher,750351,GGN001,SME,70685,83246,Salary,14y 11m,Low,,,,,,,,,,,,
YESB78095338,Priyanka,Lather,seema504.lather324@yahoo.com,"H.No 1466, VPO Meham, Hisar, Haryana",509,2021-05-15,1979-12-23,Male,Government Employee,414445,GGN005,SME,79503,80243,Savings,15y 11m,Medium,,,,,,,,,,,,
YESB89087249,Rahul,Tyagi,vikas625.tanwar372@yahoo.com,"H.No 393, Urban Estate, Kurukshetra, Haryana",833,2020-01-09,1982-08-02,Female,Lawyer,785606,GGN003,SME,146965,139904,Savings,14y 4m,Low,,,,,,,,,,,,
YESB26523257,Kuldeep,Mittal,naveen375.phogat879@yahoo.com,"H.No 1112, VPO Kalanaur, Yamunanagar, Haryana",493,2020-05-30,1984-10-16,Female,Government Employee,938258,GGN005,Retail,48033,49053,Salary,10y 1m,High,Fixed Deposit,PROD105470,2024-10-07 00:00:00,984551,4922.76,Closed,October,Q4,2024,Festive,,
YESB47804032,Jitender,Tanwar,kuldeep2229.jangra211@outlook.com,"H.No 534, VPO Kalanaur, Sonipat, Haryana",300,2023-08-01,1997-03-04,Female,Private Job,2281378,GGN004,High Net Worth,411636,440147,Salary,11y 0m,High,Insurance,PROD106318,2024-06-30 00:00:00,45202,6780.3,Closed,June,Q2,2024,Regular,Life,23
YESB83086997,Ashok,Deswal,ashok4151.jangra531@hotmail.com,"H.No 1417, Sector 14, Kaithal, Haryana",328,2023-08-20,1981-01-30,Female,Private Job,1572960,GGN003,High Net Worth,180269,151764,Savings,2y 7m,High,,,,,,,,,,,,
YESB48396032,Hawa,Singhal,jitender6814.mishra725@hotmail.com,"H.No 1437, Sector 14, Rewari, Haryana",758,2022-01-17,2007-07-09,Female,Business Owner,1686003,GGN001,High Net Worth,199063,194265,Salary,1y 0m,Low,Loan,PROD101259,2023-06-30 00:00:00,3734124,74682.48,Pending,June,Q2,2023,Regular,,
YESB48396032,Hawa,Singhal,jitender6814.mishra725@hotmail.com,"H.No 1437, Sector 14, Rewari, Haryana",758,2022-01-17,2007-07-09,Female,Business Owner,1686003,GGN001,High Net Worth,199063,194265,Salary,1y 0m,Low,Fixed Deposit,PROD113624,2024-02-22 00:00:00,999923,4999.61,Active,February,Q1,2024,Regular,,
YESB68116535,Sumit,Lamba,vijay3516.tomar463@outlook.com,"H.No 1098, Sector 14, Sonipat, Haryana",624,2020-07-15,2000-09-09,Male,Freelancer,1493543,GGN001,SME,189057,214963,Salary,12y 4m,Medium,,,,,,,,,,,,
YESB20232498,Vijay,Bhardwaj,neeraj9637.chaudhary889@yahoo.com,"H.No 325, VPO Kalanaur, Bhiwani, Haryana",347,2024-01-18,2005-12-25,Female,Farmer,2195619,GGN005,High Net Worth,379632,440101,Salary,13y 10m,High,,,,,,,,,,,,
YESB30050423,Satish,Phogat,vijay9710.verma365@yahoo.com,"H.No 1161, VPO Kalanaur, Charkhi Dadri, Haryana",781,2022-03-18,1954-10-26,Male,Engineer,628092,GGN002,SME,103434,90633,Salary,15y 0m,Low,,,,,,,,,,,,
YESB16880462,Naveen,Kundu,suman4333.yadav560@yahoo.com,"H.No 683, VPO Kharkhoda, Panchkula, Haryana",512,2024-10-03,1970-07-11,Female,Lawyer,1339349,GGN003,SME,100539,111637,Salary,12y 3m,Medium,,,,,,,,,,,,
YESB69028477,Sumit,Dubey,jagdish7083.jangra150@outlook.com,"H.No 8, Sector 14, Karnal, Haryana",303,2023-07-05,2000-10-12,Female,Private Job,317935,GGN001,SME,33407,37803,Salary,11y 1m,High,Fixed Deposit,PROD106955,2024-05-13 00:00:00,122291,611.46,Closed,May,Q2,2024,Regular,,
YESB69028477,Sumit,Dubey,jagdish7083.jangra150@outlook.com,"H.No 8, Sector 14, Karnal, Haryana",303,2023-07-05,2000-10-12,Female,Private Job,317935,GGN001,SME,33407,37803,Salary,11y 1m,High,Loan,PROD119632,2023-08-13 00:00:00,4665579,93311.58,Pending,August,Q3,2023,Regular,,
YESB96691928,Manoj,Tiwari,neeraj3109.sangwan613@yahoo.com,"H.No 729, Model Town, Panchkula, Haryana",358,2019-09-05,1994-08-27,Male,Consultant,2157810,GGN001,High Net Worth,378415,369482,Savings,6y 5m,High,Insurance,PROD116482,2024-10-11 00:00:00,87831,13174.65,Pending,October,Q4,2024,Festive,Health,21
YESB86665345,Om,Hooda,rajesh873.saini359@outlook.com,"H.No 1351, Jhajjar Road, Karnal, Haryana",764,2023-05-16,1957-10-23,Male,Government Employee,813455,GGN004,SME,108004,95901,Salary,14y 5m,Low,Loan,PROD101334,2024-04-05 00:00:00,845796,16915.92,Pending,April,Q2,2024,Regular,,
YESB31671085,Reena,Sheoran,dalbir4131.duhan866@outlook.com,"H.No 1347, VPO Kharkhoda, Panipat, Haryana",316,2021-07-14,2003-11-09,Male,Freelancer,1322566,GGN001,Retail,140385,160317,Salary,14y 10m,High,,,,,,,,,,,,
YESB66322893,Seema,Jangra,sahil1094.dubey681@gmail.com,"H.No 998, VPO Kharkhoda, Kurukshetra, Haryana",788,2019-02-09,1986-05-09,Female,Teacher,1132712,GGN005,SME,200543,204027,Savings,6y 9m,Low,,,,,,,,,,,,
YESB86057071,Manju,Malik,vikas2207.pandey56@hotmail.com,"H.No 291, Model Town, Panchkula, Haryana",370,2023-10-16,1986-08-25,Male,Teacher,812701,GGN005,SME,86573,100049,Savings,11y 8m,High,Insurance,PROD103455,2023-07-26 00:00:00,32927,4939.05,Closed,July,Q3,2023,Regular,Health,9
YESB18546374,Anita,Kaushik,sunita7091.goel943@hotmail.com,"H.No 527, Sector 14, Bhiwani, Haryana",431,2024-07-22,1972-10-07,Male,Private Job,1030151,GGN003,Retail,191033,160711,Savings,5y 6m,High,,,,,,,,,,,,
YESB26459151,Ishwar,Grewal,rahul45.grewal185@gmail.com,"H.No 887, Urban Estate, Ambala, Haryana",529,2025-04-05,1956-01-05,Female,Engineer,1084497,GGN002,Retail,98304,79863,Savings,15y 7m,Medium,,,,,,,,,,,,
YESB36932684,Ram,Rathi,balbir6839.gupta337@outlook.com,"H.No 1253, Model Town, Yamunanagar, Haryana",526,2022-05-18,1981-12-10,Male,Farmer,2082515,GGN002,High Net Worth,174717,187062,Salary,3y 0m,Medium,,,,,,,,,,,,
YESB71659662,Rohtas,Singhal,deepak8434.saini25@outlook.com,"H.No 1096, VPO Kalanaur, Rewari, Haryana",598,2019-06-26,1975-08-14,Female,Business Owner,610758,GGN001,Retail,79321,69605,Savings,1y 4m,Medium,,,,,,,,,,,,
YESB28582705,Ishwar,Malik,jagdish5459.goel649@yahoo.com,"H.No 617, Model Town, Yamunanagar, Haryana",641,2022-07-09,1961-07-20,Female,Business Owner,2235504,GGN005,High Net Worth,132478,149987,Salary,1y 0m,Medium,Insurance,PROD112329,2023-12-10 00:00:00,159840,23976,Pending,December,Q4,2023,Festive,General,17
YESB90443937,Rakesh,Singhal,reena8661.dhankar630@outlook.com,"H.No 835, Model Town, Jhajjar, Haryana",722,2022-04-15,2001-02-02,Male,Private Job,2026595,GGN002,High Net Worth,351938,406189,Salary,8y 10m,Medium,,,,,,,,,,,,
YESB62321687,Surender,Tanwar,ajay3919.beniwal819@gmail.com,"H.No 703, VPO Meham, Karnal, Haryana",312,2022-11-10,1972-07-20,Male,Farmer,2397761,GGN001,High Net Worth,293657,250780,Savings,7y 4m,High,Fixed Deposit,PROD117389,2023-03-14 00:00:00,639525,3197.62,Pending,March,Q1,2023,FY End,,
YESB10620085,Yogesh,Beniwal,ashok391.grewal596@gmail.com,"H.No 223, Railway Road, Ambala, Haryana",697,2019-07-22,1975-10-01,Male,Freelancer,1787798,GGN004,High Net Worth,246755,252704,Salary,9y 6m,Medium,,,,,,,,,,,,
YESB58128329,Naveen,Sharma,rahul5412.dalal394@icloud.com,"H.No 798, VPO Kharkhoda, Sirsa, Haryana",478,2023-01-18,2007-03-09,Female,Private Job,2452590,GGN002,High Net Worth,173224,149589,Savings,2y 10m,High,,,,,,,,,,,,
YESB42950736,Sahil,Mishra,vijay5264.rana288@icloud.com,"H.No 1107, Jhajjar Road, Gurugram, Haryana",553,2025-05-10,1997-03-17,Male,Government Employee,761616,GGN002,Retail,68772,62936,Savings,4y 6m,Medium,Insurance,PROD104055,2024-06-28 00:00:00,28608,4291.2,Closed,June,Q2,2024,Regular,Health,15
YESB86079306,Surender,Tyagi,sanjay9632.gill222@icloud.com,"H.No 630, Jhajjar Road, Charkhi Dadri, Haryana",633,2024-09-19,1958-02-21,Male,Freelancer,2294924,GGN005,High Net Worth,442307,432237,Savings,14y 3m,Medium,Insurance,PROD110397,2024-01-07 00:00:00,79392,11908.8,Closed,January,Q1,2024,Regular,Life,21
YESB86079306,Surender,Tyagi,sanjay9632.gill222@icloud.com,"H.No 630, Jhajjar Road, Charkhi Dadri, Haryana",633,2024-09-19,1958-02-21,Male,Freelancer,2294924,GGN005,High Net Worth,442307,432237,Savings,14y 3m,Medium,Credit Card,PROD111498,2023-08-16 00:00:00,0,1500,Pending,August,Q3,2023,Regular,,
YESB31119471,Rajesh,Rathi,sanjay2955.tiwari567@outlook.com,"H.No 1069, Main Market, Faridabad, Haryana",417,2020-09-14,2006-11-11,Male,Private Job,2055167,GGN002,High Net Worth,217594,197123,Salary,10y 3m,High,Fixed Deposit,PROD105779,2024-11-10 00:00:00,294563,1472.82,Closed,November,Q4,2024,Festive,,
YESB31119471,Rajesh,Rathi,sanjay2955.tiwari567@outlook.com,"H.No 1069, Main Market, Faridabad, Haryana",417,2020-09-14,2006-11-11,Male,Private Job,2055167,GGN002,High Net Worth,217594,197123,Salary,10y 3m,High,Fixed Deposit,PROD116851,2023-04-30 00:00:00,428254,2141.27,Pending,April,Q2,2023,Regular,,
YESB14728774,Meena,Lather,kuldeep4112.mishra791@yahoo.com,"H.No 729, VPO Meham, Bhiwani, Haryana",745,2021-08-04,1996-01-13,Female,Teacher,951613,GGN004,SME,129343,113148,Savings,2y 10m,Medium,Fixed Deposit,PROD100413,2023-09-26 00:00:00,358428,1792.14,Pending,September,Q3,2023,Regular,,
YESB14728774,Meena,Lather,kuldeep4112.mishra791@yahoo.com,"H.No 729, VPO Meham, Bhiwani, Haryana",745,2021-08-04,1996-01-13,Female,Teacher,951613,GGN004,SME,129343,113148,Savings,2y 10m,Medium,Fixed Deposit,PROD121069,2024-11-17 00:00:00,323197,1615.99,Closed,November,Q4,2024,Festive,,
YESB85754924,Dharmender,Pandey,jagdish3258.mittal174@yahoo.com,"H.No 118, Civil Lines, Panipat, Haryana",750,2019-01-16,1959-03-06,Female,Engineer,1687550,GGN004,High Net Worth,235235,207674,Salary,12y 10m,Medium,Credit Card,PROD110123,2024-04-22 00:00:00,0,1500,Pending,April,Q2,2024,Regular,,
YESB85754924,Dharmender,Pandey,jagdish3258.mittal174@yahoo.com,"H.No 118, Civil Lines, Panipat, Haryana",750,2019-01-16,1959-03-06,Female,Engineer,1687550,GGN004,High Net Worth,235235,207674,Salary,12y 10m,Medium,Credit Card,PROD113302,2023-04-08 00:00:00,0,1500,Pending,April,Q2,2023,Regular,,
YESB96556997,Om,Jat,surender1998.dahiya602@outlook.com,"H.No 92, Main Market, Nuh, Haryana",646,2022-10-28,2000-10-16,Male,Doctor,2499390,GGN001,High Net Worth,292390,320894,Salary,3y 3m,Medium,Loan,PROD105284,2023-06-28 00:00:00,2785060,55701.2,Closed,June,Q2,2023,Regular,,
YESB60688713,Deepak,Yadav,ajay1300.yadav864@icloud.com,"H.No 699, Model Town, Karnal, Haryana",544,2025-12-02,1971-12-20,Male,Business Owner,856424,GGN002,Retail,170814,181935,Savings,11y 9m,Medium,,,,,,,,,,,,
YESB30040046,Rahul,Chaudhary,pooja1776.panwar341@outlook.com,"H.No 170, VPO Kharkhoda, Rohtak, Haryana",406,2023-02-09,1999-04-12,Male,Freelancer,984162,GGN001,Retail,132505,124666,Salary,6y 4m,High,,,,,,,,,,,,
YESB59491742,Mohit,Tomar,vijay7051.tomar571@outlook.com,"H.No 650, Jhajjar Road, Panchkula, Haryana",666,2025-08-12,1962-01-05,Male,Lawyer,1252285,GGN003,Retail,175742,188643,Salary,5y 3m,Medium,,,,,,,,,,,,
YESB11042520,Satish,Gehlot,rahul8704.khatri443@hotmail.com,"H.No 715, Sector 14, Sonipat, Haryana",786,2024-05-23,1970-02-10,Male,Private Job,2451735,GGN005,High Net Worth,433403,477957,Savings,5y 5m,Low,,,,,,,,,,,,
YESB89742632,Pawan,Malik,priyanka5760.mishra626@outlook.com,"H.No 712, VPO Meham, Palwal, Haryana",555,2019-12-28,1979-12-04,Male,Farmer,1042994,GGN004,Retail,165398,134021,Salary,13y 5m,Medium,,,,,,,,,,,,
YESB30429743,Krishan,Mishra,vikas1300.gehlot890@gmail.com,"H.No 445, VPO Kharkhoda, Faridabad, Haryana",305,2025-03-06,1983-08-26,Female,Consultant,2119472,GGN003,High Net Worth,376919,438120,Salary,4y 5m,High,,,,,,,,,,,,
YESB46906673,Jitender,Punia,suman6473.verma938@outlook.com,"H.No 197, VPO Meham, Rohtak, Haryana",403,2019-10-31,1992-05-07,Female,Government Employee,1590080,GGN002,High Net Worth,207699,215235,Salary,15y 11m,High,Credit Card,PROD117603,2023-03-18 00:00:00,0,1500,Pending,March,Q1,2023,FY End,,
YESB46906673,Jitender,Punia,suman6473.verma938@outlook.com,"H.No 197, VPO Meham, Rohtak, Haryana",403,2019-10-31,1992-05-07,Female,Government Employee,1590080,GGN002,High Net Worth,207699,215235,Salary,15y 11m,High,Credit Card,PROD121738,2024-09-19 00:00:00,0,1500,Closed,September,Q3,2024,Regular,,
YESB58376396,Ajay,Tanwar,sandeep3929.yadav641@icloud.com,"H.No 1204, VPO Kharkhoda, Rewari, Haryana",508,2020-09-22,1965-03-13,Male,Business Owner,1855558,GGN001,High Net Worth,235625,256300,Salary,15y 0m,Medium,Fixed Deposit,PROD102806,2023-12-26 00:00:00,337905,1689.53,Active,December,Q4,2023,Festive,,
YESB30340977,Anita,Punia,kavita8852.panwar792@icloud.com,"H.No 574, VPO Kalanaur, Yamunanagar, Haryana",392,2021-03-14,1976-10-28,Female,Business Owner,1861406,GGN004,High Net Worth,109978,127013,Salary,14y 5m,High,,,,,,,,,,,,
YESB42428624,Dharmender,Singhal,vikas7041.deswal73@gmail.com,"H.No 982, Civil Lines, Yamunanagar, Haryana",675,2021-12-17,2003-08-10,Male,Lawyer,668957,GGN004,SME,121554,114604,Savings,8y 2m,Medium,,,,,,,,,,,,
YESB23842466,Anil,Dahiya,kuldeep5122.jat921@yahoo.com,"H.No 1402, Main Market, Karnal, Haryana",344,2023-09-27,1976-05-30,Female,Farmer,1549345,GGN005,High Net Worth,172599,165372,Savings,10y 4m,High,Credit Card,PROD116314,2023-04-20 00:00:00,0,1500,Pending,April,Q2,2023,Regular,,
YESB99476100,Ram,Dahiya,pawan5322.grewal978@hotmail.com,"H.No 133, Model Town, Jhajjar, Haryana",660,2022-11-05,1984-07-29,Male,Teacher,1912631,GGN001,High Net Worth,223575,226304,Savings,11y 0m,Medium,Fixed Deposit,PROD106433,2023-04-03 00:00:00,404227,2021.13,Closed,April,Q2,2023,Regular,,
YESB99476100,Ram,Dahiya,pawan5322.grewal978@hotmail.com,"H.No 133, Model Town, Jhajjar, Haryana",660,2022-11-05,1984-07-29,Male,Teacher,1912631,GGN001,High Net Worth,223575,226304,Savings,11y 0m,Medium,Credit Card,PROD121526,2024-01-07 00:00:00,0,1500,Active,January,Q1,2024,Regular,,
YESB28393552,Jaipal,Grewal,sunil3933.lamba965@yahoo.com,"H.No 940, VPO Meham, Gurugram, Haryana",408,2022-06-03,1988-07-14,Male,Doctor,809446,GGN003,Retail,56966,56607,Savings,11y 1m,High,,,,,,,,,,,,
YESB86341879,Priyanka,Jangra,balbir8340.singhal875@hotmail.com,"H.No 1434, Railway Road, Panipat, Haryana",754,2020-07-28,2002-11-24,Male,Private Job,1187832,GGN004,Retail,219884,209714,Savings,13y 9m,Low,,,,,,,,,,,,
YESB11826299,Naveen,Sangwan,priyanka4233.chaudhary682@yahoo.com,"H.No 654, VPO Kharkhoda, Rohtak, Haryana",766,2021-04-15,1966-04-22,Male,Doctor,1935566,GGN003,High Net Worth,123100,146285,Savings,10y 8m,Low,Mutual Fund,PROD100579,2023-08-29 00:00:00,439864,4398.64,Active,August,Q3,2023,Regular,,
YESB62811376,Sunita,Duhan,suman370.sangwan476@icloud.com,"H.No 1391, Jhajjar Road, Bhiwani, Haryana",705,2024-08-18,1985-06-25,Male,Government Employee,1654801,GGN005,High Net Worth,202058,237821,Salary,2y 3m,Medium,,,,,,,,,,,,
YESB29255682,Vijay,Sangwan,pawan227.gupta172@hotmail.com,"H.No 606, Main Market, Kaithal, Haryana",800,2020-11-27,2002-08-18,Female,Lawyer,1854262,GGN002,High Net Worth,231725,227966,Savings,13y 6m,Low,Insurance,PROD117390,2024-12-29 00:00:00,193611,29041.65,Closed,December,Q4,2024,Festive,Health,18
YESB18744917,Rohtas,Kaushik,meena7564.panwar132@icloud.com,"H.No 1154, Main Market, Gurugram, Haryana",811,2024-09-09,1954-08-12,Female,Freelancer,659977,GGN005,Retail,113220,107040,Savings,3y 7m,Low,,,,,,,,,,,,
YESB54255104,Sahil,Chauhan,sunil1199.panchal58@gmail.com,"H.No 825, Jhajjar Road, Karnal, Haryana",628,2020-05-19,2007-11-28,Female,Lawyer,756871,GGN004,Retail,119346,106599,Savings,7y 2m,Medium,,,,,,,,,,,,
YESB54064912,Kavita,Gill,amit9213.saini330@gmail.com,"H.No 999, Model Town, Kaithal, Haryana",429,2020-01-30,1989-12-08,Male,Business Owner,1839416,GGN003,High Net Worth,334011,382527,Savings,14y 4m,High,,,,,,,,,,,,
YESB53389957,Jaipal,Chauhan,hawa6831.jat174@outlook.com,"H.No 397, Railway Road, Jhajjar, Haryana",691,2022-07-16,1989-03-19,Female,Teacher,578446,GGN004,Retail,101714,120334,Savings,10y 3m,Medium,Mutual Fund,PROD102704,2023-05-19 00:00:00,180723,1807.23,Active,May,Q2,2023,Regular,,
YESB53389957,Jaipal,Chauhan,hawa6831.jat174@outlook.com,"H.No 397, Railway Road, Jhajjar, Haryana",691,2022-07-16,1989-03-19,Female,Teacher,578446,GGN004,Retail,101714,120334,Savings,10y 3m,Medium,Credit Card,PROD116912,2024-03-18 00:00:00,0,1500,Active,March,Q1,2024,FY End,,
YESB60262655,Balbir,Panwar,vijay1218.verma997@icloud.com,"H.No 726, VPO Kalanaur, Karnal, Haryana",774,2020-12-17,1979-04-10,Male,Freelancer,1306685,GGN003,Retail,254708,273688,Savings,11y 11m,Low,,,,,,,,,,,,
YESB22459598,Jitender,Deswal,ram6969.mishra302@hotmail.com,"H.No 1211, Railway Road, Bhiwani, Haryana",481,2021-07-25,1962-08-16,Female,Consultant,1020872,GGN001,Retail,95085,96486,Salary,8y 8m,High,,,,,,,,,,,,
YESB12426541,Neeraj,Malik,jagdish317.verma644@yahoo.com,"H.No 1078, Sector 14, Panipat, Haryana",409,2022-09-08,1957-04-06,Male,Farmer,1483683,GGN003,Retail,259705,268806,Savings,5y 2m,High,Loan,PROD116194,2024-03-27 00:00:00,4234580,84691.6,Pending,March,Q1,2024,FY End,,
YESB46962618,Sanjay,Dahiya,hawa3915.tyagi352@gmail.com,"H.No 1300, Model Town, Panchkula, Haryana",608,2023-05-09,1955-12-12,Female,Government Employee,1801693,GGN001,High Net Worth,91295,77495,Savings,10y 10m,Medium,,,,,,,,,,,,
YESB27105714,Rohtas,Lamba,jaipal1963.tayal806@hotmail.com,"H.No 81, Urban Estate, Nuh, Haryana",829,2022-05-04,1953-01-05,Male,Teacher,1880798,GGN002,High Net Worth,305717,363968,Salary,13y 4m,Low,Insurance,PROD118759,2024-04-24 00:00:00,26311,3946.65,Active,April,Q2,2024,Regular,General,24
YESB64424034,Kavita,Yadav,yogesh690.rana293@icloud.com,"H.No 615, VPO Meham, Charkhi Dadri, Haryana",645,2025-09-26,1983-12-20,Male,Business Owner,1507684,GGN003,High Net Worth,166733,133885,Savings,12y 4m,Medium,,,,,,,,,,,,
YESB11970416,Rakesh,Dahiya,reena138.lamba680@gmail.com,"H.No 377, VPO Kalanaur, Faridabad, Haryana",614,2023-05-20,1983-08-12,Male,Teacher,2441157,GGN005,High Net Worth,418023,481838,Savings,3y 2m,Medium,Credit Card,PROD103892,2023-03-06 00:00:00,0,1500,Active,March,Q1,2023,FY End,,
YESB11970416,Rakesh,Dahiya,reena138.lamba680@gmail.com,"H.No 377, VPO Kalanaur, Faridabad, Haryana",614,2023-05-20,1983-08-12,Male,Teacher,2441157,GGN005,High Net Worth,418023,481838,Savings,3y 2m,Medium,Insurance,PROD120350,2023-08-13 00:00:00,158600,23790,Active,August,Q3,2023,Regular,Health,16
YESB11970416,Rakesh,Dahiya,reena138.lamba680@gmail.com,"H.No 377, VPO Kalanaur, Faridabad, Haryana",614,2023-05-20,1983-08-12,Male,Teacher,2441157,GGN005,High Net Worth,418023,481838,Savings,3y 2m,Medium,Credit Card,PROD124400,2023-05-08 00:00:00,0,1500,Pending,May,Q2,2023,Regular,,
YESB95224434,Sandeep,Sheoran,manju1357.kaushik981@yahoo.com,"H.No 1159, Jhajjar Road, Kurukshetra, Haryana",764,2019-01-04,1968-11-27,Male,Doctor,527594,GGN002,Retail,86745,74867,Savings,4y 8m,Low,,,,,,,,,,,,
YESB96254498,Rohtas,Rana,kuldeep5410.tayal733@icloud.com,"H.No 482, VPO Kalanaur, Kurukshetra, Haryana",475,2019-08-19,1959-04-05,Female,Lawyer,2289403,GGN004,High Net Worth,273453,269112,Savings,9y 8m,High,,,,,,,,,,,,
YESB88684649,Rahul,Yadav,kavita4.malik85@gmail.com,"H.No 824, VPO Meham, Yamunanagar, Haryana",471,2023-03-17,1970-10-12,Female,Freelancer,888220,GGN003,SME,93883,100078,Savings,7y 8m,High,Mutual Fund,PROD110909,2024-12-28 00:00:00,157001,1570.01,Closed,December,Q4,2024,Festive,,
YESB81480518,Naveen,Verma,ishwar1024.chauhan822@icloud.com,"H.No 1486, Jhajjar Road, Kaithal, Haryana",300,2023-12-06,1969-07-29,Male,Engineer,1128487,GGN003,SME,68927,74858,Savings,15y 10m,High,Insurance,PROD122012,2024-06-29 00:00:00,177830,26674.5,Active,June,Q2,2024,Regular,Health,16
YESB37420353,Surender,Lather,seema569.malik953@outlook.com,"H.No 1006, Model Town, Palwal, Haryana",394,2023-07-12,1975-07-08,Female,Doctor,584991,GGN004,SME,73038,80941,Savings,1y 4m,High,,,,,,,,,,,,
YESB28194130,Sandeep,Lather,mohit2855.goel867@gmail.com,"H.No 1056, Civil Lines, Faridabad, Haryana",455,2024-01-27,1972-02-08,Male,Consultant,874476,GGN004,SME,100515,84122,Savings,15y 11m,High,Mutual Fund,PROD117290,2023-10-17 00:00:00,154833,1548.33,Active,October,Q4,2023,Festive,,
YESB62269882,Rohtas,Chauhan,kavita8218.grewal57@hotmail.com,"H.No 102, VPO Meham, Charkhi Dadri, Haryana",429,2019-06-10,2007-12-14,Male,Government Employee,1013724,GGN002,Retail,57120,67988,Savings,1y 7m,High,Insurance,PROD113611,2023-12-11 00:00:00,242587,36388.05,Pending,December,Q4,2023,Festive,Health,19
